Company_ID,Company_Name,City,State,Zip_Code,Number_Physicians,Revenue_Millions,Profit_Millions,Asset_Millions,Employees_Single_Site,Employees_All_Sites,Ownership_Type,Entity_Type,Ticker,Parent_Company,Parent_Country,Ultimate_Parent_Company,Ultimate_Parent_Country,Industry,SIC8_Code,SIC8_Description,SIC4_.Code,SIC4_Description
C438,Gibson Area Hospital & Health Services,Gibson City,Illinois,60936,1,78,NA,51,NA,350,Nonprofit,Parent,NA,Gibson Area Hospital & Health Services,United States,Gibson Area Hospital & Health Services,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C439,"Gibson General Hospital, Inc.",Princeton,Indiana,47670,1,54,NA,21,NA,340,Nonprofit,Subsidiary,NA,"Deaconess Health System, Inc.",United States,"Deaconess Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C440,"Gifford Medical Center, Inc.",Randolph,Vermont,5060,1,53,NA,82,240,500,Nonprofit,Parent,NA,"Gifford Medical Center, Inc.",United States,"Gifford Medical Center, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C441,Gift of Hope Organ & Tissue Donor Network,Itasca,Illinois,60143,1,58,NA,87,140,250,Nonprofit,Parent,NA,Gift of Hope Organ & Tissue Donor Network,United States,Gift of Hope Organ & Tissue Donor Network,United States,Ambulatory Services,80999909,Organ bank,8099,"Health and Allied Services, Not Elsewhere Classified"
C442,"Gms Florida West Coast, Inc.",Tampa,Florida,33647,1,20,NA,NA,NA,220,Private,Parent,NA,"Gms Florida West Coast, Inc.",United States,"Gms Florida West Coast, Inc.",United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C443,"Goshen Health System, Inc.",Goshen,Indiana,46526,1,40,NA,4,100,1100,Private,Parent,NA,"Goshen Health System, Inc.",United States,"Goshen Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C444,"Gospel Light Mennonite Church Medical Aid Plan, Inc",Canton,Ohio,44718,1,65,NA,2,NA,30,Private,Parent,NA,"Gospel Light Mennonite Church Medical Aid Plan, Inc",United States,"Gospel Light Mennonite Church Medical Aid Plan, Inc",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
C445,Graham Hospital Association,Canton,Illinois,61520,1,88,NA,149,500,700,Nonprofit,Parent,NA,Graham Hospital Association,United States,Graham Hospital Association,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C446,Granville Health System Foundation Inc,Oxford,North Carolina,27565,1,54,NA,66,NA,641,Nonprofit,Parent,NA,Granville Health System Foundation Inc,United States,Granville Health System Foundation Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C447,Graystone Ophthalmology Associates PA Inc,Hickory,North Carolina,28602,1,10,NA,3,40,96,Private,Parent,NA,Graystone Ophthalmology Associates PA Inc,United States,Graystone Ophthalmology Associates PA Inc,United States,Physicians and Health Practitioners,80110513,Ophthalmologist,8011,Offices and Clinics of Doctors of Medicine
C448,Great Lakes Health Connect,Grand Rapids,Michigan,49546,1,9,NA,4,19,19,Nonprofit,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C449,"Greater Buffalo United Accountable Healthcare Network Mso, LLC",Buffalo,New York,14201,1,5,NA,NA,160,160,Private,Subsidiary,NA,"Gbuahn, LLC",United States,"Gbuahn, LLC",United States,Physicians and Health Practitioners,80490500,Nurses and other medical assistants,8049,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified"
C450,"Greater Louisville Internal Medicine, P.S.C.",Louisville,Kentucky,40202,1,5,NA,NA,29,29,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110105,"Internal medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C451,"Greater Philadelphia Health Action, Incorporated",Philadelphia,Pennsylvania,19146,1,67,NA,23,40,350,Nonprofit,Parent,NA,"Greater Philadelphia Health Action, Incorporated",United States,"Greater Philadelphia Health Action, Incorporated",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C452,"Greater Rochester Independent Practice Association, Inc.",Rochester,New York,14617,1,138,NA,NA,49,49,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
C453,"Greater Rochester Regional Health Information Organization, Inc.",Rochester,New York,14623,1,9,NA,10,21,21,Nonprofit,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
C454,Greene County General Hospital,Linton,Indiana,47441,1,34,NA,22,294,294,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C455,Greenwich Hospital,Greenwich,Connecticut,6830,1,361,NA,676,1263,1600,Nonprofit,Subsidiary,NA,Greenwich Health Care Services Inc,United States,Greenwich Health Care Services Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C456,Guard911 LLC,Collinsville,Illinois,62234,1,10,NA,NA,6,6,Partnership,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110204,Freestanding emergency medical center,8011,Offices and Clinics of Doctors of Medicine
C457,"Gundersen Clinic, Ltd.",La Crosse,Wisconsin,54601,1,207,NA,180,4000,4500,Private,Subsidiary,NA,"Gundersen Lutheran Health System, Inc.",United States,"Gundersen Lutheran Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C458,"Gundersen Lutheran Health System, Inc.",La Crosse,Wisconsin,54601,1,2247,NA,40,NA,6000,Nonprofit,Parent,NA,"Gundersen Lutheran Health System, Inc.",United States,"Gundersen Lutheran Health System, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
C459,Gunderson Lutheran Inc,La Crosse,Wisconsin,54601,1,12,NA,77,3281,3281,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110109,"Pulmonary specialist, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C460,H B Magruder Memorial Hospital,Port Clinton,Ohio,43452,3,55,NA,49,8,400,Nonprofit,Parent,NA,H B Magruder Memorial Hospital,United States,H B Magruder Memorial Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C461,"H. Lee Moffitt Cancer Center and Research Institute, Inc.",Tampa,Florida,33612,3,1655,NA,2040,1428,1428,Nonprofit,Subsidiary,NA,"H. Lee Moffitt Cancer Center and Research Institute Hospital, Inc.",United States,"H. Lee Moffitt Cancer Center and Research Institute Hospital, Inc.",United States,Hospitals,80690201,Cancer hospital,8069,"Specialty Hospitals, Except Psychiatric"
C462,"Hackensack Meridian Health, Inc.",Edison,New Jersey,8837,1,5922,NA,8035,25,19188,Nonprofit,Parent,NA,"Hackensack Meridian Health, Inc.",United States,"Hackensack Meridian Health, Inc.",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C463,"Hackley Community Care Center, Inc.",Muskegon,Michigan,49444,1,23,NA,11,100,100,Private,Subsidiary,NA,Mercy Health Partners,United States,Trinity Health Corporation,United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C464,"Halifax Regional Medical Center, Inc.",Roanoke Rapids,North Carolina,27870,2,92,NA,93,800,830,Nonprofit,Parent,NA,"Halifax Regional Medical Center, Inc.",United States,"Halifax Regional Medical Center, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C465,Hallmark Youthcare Richmond,Richmond,Virginia,23238,1,12,NA,NA,150,150,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C466,Hamilton Community Health Network,Flint,Michigan,48505,1,17,NA,NA,3,3,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C467,Hampton Regional Medical Center,Varnville,South Carolina,29944,1,23,NA,46,225,225,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C468,Hancock Regional Hospital,Greenfield,Indiana,46140,2,122,NA,242,805,1300,Private,Parent,NA,Hancock Regional Hospital,United States,Hancock Regional Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C469,Harbor,Toledo,Ohio,43617,1,43,NA,26,90,225,Nonprofit,Parent,NA,Harbor,United States,Harbor,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C470,"Harbor Beach Community Hospital, Inc.",Harbor Beach,Michigan,48441,1,13,NA,6,153,160,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C471,"Harrington Memorial Hospital, Inc.",Southbridge,Massachusetts,1550,1,136,NA,130,700,1100,Nonprofit,Parent,NA,"Harrington Memorial Hospital, Inc.",United States,"Harrington Memorial Hospital, Inc.",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C472,"Harsha Behavioral Center, Inc.",Terre Haute,Indiana,47802,1,10,NA,NA,33,33,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80699901,Childrens' hospital,8069,"Specialty Hospitals, Except Psychiatric"
C473,Hartford Hospital,Hartford,Connecticut,6102,1,1808,NA,1669,NA,7500,Nonprofit,Subsidiary,NA,Hartford Healthcare Corporation,United States,Hartford Healthcare Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C474,"HCA Health Services of Florida, Inc.",Brooksville,Florida,34613,1,98,NA,NA,900,900,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C475,"HCA Healthcare, Inc.",Nashville,Tennessee,37203,56,51336,5244,48709,NA,280000,Public,Parent,HCA,"HCA Healthcare, Inc.",United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C476,"Health Alliance, Inc.",Lake Katrine,New York,12449,1,211,NA,84,NA,2100,Nonprofit,Subsidiary,NA,Westchester County Health Care Corporation,United States,Westchester County Health Care Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C477,"Health Care Partners of South Carolina, Inc.",Conway,South Carolina,29526,1,12,NA,9,49,75,Nonprofit,Parent,NA,"Health Care Partners of South Carolina, Inc.",United States,"Health Care Partners of South Carolina, Inc.",United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C478,Health Network Laboratories Limited Partnership,Allentown,Pennsylvania,18109,1,28,NA,53,NA,676,Partnership,Parent,NA,Health Network Laboratories Limited Partnership,United States,Health Network Laboratories Limited Partnership,United States,Diagnostic Laboratories,80710104,Pathological laboratory,8071,Medical Laboratories
C479,"Health Quest Systems, Inc.",Lagrangeville,New York,12540,1,712,NA,912,3,2000,Nonprofit,Subsidiary,NA,Nuvance Health,United States,Nuvance Health,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C480,"Health Services, (inc)",Montgomery,Alabama,36107,1,25,NA,22,86,215,Nonprofit,Parent,NA,"Health Services, (inc)",United States,"Health Services, (inc)",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C481,"Healthcare Choices Ny, Inc.",Brooklyn,New York,11204,1,11,NA,3,50,50,Nonprofit,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C482,Healthcare Corporation of America,Denville,New Jersey,7834,9,58,NA,7,8,8,Public,Independent,HCCA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C483,"Healthcare Quality Strategies, Inc.",East Brunswick,New Jersey,8816,1,7,NA,11,NA,65,Nonprofit,Parent,NA,"Healthcare Quality Strategies, Inc.",United States,"Healthcare Quality Strategies, Inc.",United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C484,"Healthcare Therapy Services, Inc.",Greenwood,Indiana,46142,1,15,NA,2,250,250,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80490200,Physical therapist,8049,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified"
C485,"Healthnet, Inc.",Indianapolis,Indiana,46203,1,39,NA,13,60,250,Nonprofit,Parent,NA,"Healthnet, Inc.",United States,"Healthnet, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C486,"Healthshare Exchange of Southeastern Pennsylvania, Inc.",Philadelphia,Pennsylvania,19106,1,7,NA,NA,1,1,Nonprofit,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80990201,Health screening service,8099,"Health and Allied Services, Not Elsewhere Classified"
C487,"Healthsource Saginaw, Inc.",Saginaw,Michigan,48603,1,50,NA,86,425,425,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C488,HealthSouth of Pittsburgh Inc,Monroeville,Pennsylvania,15146,1,9,NA,30,375,500,Private,Subsidiary,NA,Encompass Health Corporation,United States,Encompass Health Corporation,United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C489,"HealthSouth Rehabilitation Hospital of Cypress, LLC",Birmingham,Alabama,35242,2,31,NA,170,24,1000,Private,Subsidiary,NA,Encompass Health Corporation,United States,Encompass Health Corporation,United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C490,HealthSouth Sunrise Rehabilitation Hospital,Sunrise,Florida,33351,1,48,NA,27,390,411,Private,Subsidiary,NA,Encompass Health Corporation,United States,Encompass Health Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C491,Healthsouth/Maine Medical Center LLC,Portland,Maine,4102,1,11,NA,13,314,314,Private,Subsidiary,NA,Encompass Health Corporation,United States,Encompass Health Corporation,United States,Hospitals,80690000,"Specialty hospitals, except psychiatric",8069,"Specialty Hospitals, Except Psychiatric"
C492,"Healthstat, Inc.",Charlotte,North Carolina,28217,1,14,NA,NA,71,71,Private,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C493,"Healthworks, Inc.",Douglassville,Pennsylvania,19518,1,6,NA,NA,50,50,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110101,Cardiologist and cardio-vascular specialist,8011,Offices and Clinics of Doctors of Medicine
C494,"Heart City Health Center, Inc.",Elkhart,Indiana,46516,1,10,NA,10,60,60,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
